Time (CET/CEST);NO2-NO1;NO2_hydro_river;NO2_hydro_storage;NO1_actual_load
24.02.2022 23:00 - 25.02.2022 00:00;939;697;3639;4737
25.02.2022 00:00 - 25.02.2022 01:00;915;708;3461;4560
25.02.2022 01:00 - 25.02.2022 02:00;806;698;3427;4456
25.02.2022 02:00 - 25.02.2022 03:00;767;691;3417;4400
25.02.2022 03:00 - 25.02.2022 04:00;766;680;3424;4363
25.02.2022 04:00 - 25.02.2022 05:00;812;670;3441;4384
25.02.2022 05:00 - 25.02.2022 06:00;766;668;3577;4614
25.02.2022 06:00 - 25.02.2022 07:00;949;656;4474;5195
25.02.2022 07:00 - 25.02.2022 08:00;1143;640;5170;5605
25.02.2022 08:00 - 25.02.2022 09:00;1401;638;4830;5734
25.02.2022 09:00 - 25.02.2022 10:00;1803;630;4672;5633
25.02.2022 10:00 - 25.02.2022 11:00;1678;628;4388;5541
25.02.2022 11:00 - 25.02.2022 12:00;1616;623;4346;5289
25.02.2022 12:00 - 25.02.2022 13:00;1539;619;3992;5129
25.02.2022 13:00 - 25.02.2022 14:00;1623;619;3652;4965
25.02.2022 14:00 - 25.02.2022 15:00;1949;614;3941;4834
25.02.2022 15:00 - 25.02.2022 16:00;1875;608;4148;4769
25.02.2022 16:00 - 25.02.2022 17:00;1164;613;4504;4815
25.02.2022 17:00 - 25.02.2022 18:00;806;624;5085;5009
25.02.2022 18:00 - 25.02.2022 19:00;306;638;5330;5139
25.02.2022 19:00 - 25.02.2022 20:00;-93;622;5339;5102
25.02.2022 20:00 - 25.02.2022 21:00;-92;615;5077;4988
25.02.2022 21:00 - 25.02.2022 22:00;220;627;5109;4867
25.02.2022 22:00 - 25.02.2022 23:00;-108;618;4958;4761
25.02.2022 23:00 - 26.02.2022 00:00;-234;622;4746;4681
26.02.2022 00:00 - 26.02.2022 01:00;-204;642;5428;4547
26.02.2022 01:00 - 26.02.2022 02:00;-340;656;5727;4477
26.02.2022 02:00 - 26.02.2022 03:00;-362;644;5969;4457
26.02.2022 03:00 - 26.02.2022 04:00;-199;628;6388;4471
26.02.2022 04:00 - 26.02.2022 05:00;-340;620;6767;4551
26.02.2022 05:00 - 26.02.2022 06:00;-232;600;7066;4649
26.02.2022 06:00 - 26.02.2022 07:00;356;599;7602;4829
26.02.2022 07:00 - 26.02.2022 08:00;454;605;7667;4969
26.02.2022 08:00 - 26.02.2022 09:00;573;589;7806;5059
26.02.2022 09:00 - 26.02.2022 10:00;791;614;7998;5112
26.02.2022 10:00 - 26.02.2022 11:00;476;604;7697;5048
26.02.2022 11:00 - 26.02.2022 12:00;17;604;7421;4945
26.02.2022 12:00 - 26.02.2022 13:00;-561;599;6778;4885
26.02.2022 13:00 - 26.02.2022 14:00;-677;611;6532;4836
26.02.2022 14:00 - 26.02.2022 15:00;-846;608;6277;4860
26.02.2022 15:00 - 26.02.2022 16:00;-745;609;6372;4845
26.02.2022 16:00 - 26.02.2022 17:00;-237;605;6882;4858
26.02.2022 17:00 - 26.02.2022 18:00;358;625;7598;4948
26.02.2022 18:00 - 26.02.2022 19:00;120;610;7448;5026
26.02.2022 19:00 - 26.02.2022 20:00;-164;600;7070;4939
26.02.2022 20:00 - 26.02.2022 21:00;-413;600;6605;4783
26.02.2022 21:00 - 26.02.2022 22:00;-524;601;6404;4646
26.02.2022 22:00 - 26.02.2022 23:00;-425;599;6457;4468
26.02.2022 23:00 - 27.02.2022 00:00;-644;600;6117;4315
27.02.2022 00:00 - 27.02.2022 01:00;-356;558;6201;4151
27.02.2022 01:00 - 27.02.2022 02:00;-484;555;5780;4028
27.02.2022 02:00 - 27.02.2022 03:00;-520;550;5657;3970
27.02.2022 03:00 - 27.02.2022 04:00;-497;546;5615;3944
27.02.2022 04:00 - 27.02.2022 05:00;-498;541;5580;3942
27.02.2022 05:00 - 27.02.2022 06:00;-494;552;5675;3954
27.02.2022 06:00 - 27.02.2022 07:00;-454;577;5791;4094
27.02.2022 07:00 - 27.02.2022 08:00;-551;579;5912;4193
27.02.2022 08:00 - 27.02.2022 09:00;-483;574;6076;4314
27.02.2022 09:00 - 27.02.2022 10:00;-390;572;5963;4415
27.02.2022 10:00 - 27.02.2022 11:00;301;566;5555;4408
27.02.2022 11:00 - 27.02.2022 12:00;751;564;4800;4355
27.02.2022 12:00 - 27.02.2022 13:00;1234;576;4150;4287
27.02.2022 13:00 - 27.02.2022 14:00;729;577;3586;4230
27.02.2022 14:00 - 27.02.2022 15:00;576;582;4243;4181
27.02.2022 15:00 - 27.02.2022 16:00;97;578;5074;4239
27.02.2022 16:00 - 27.02.2022 17:00;-139;592;5890;4289
27.02.2022 17:00 - 27.02.2022 18:00;-143;590;6215;4451
27.02.2022 18:00 - 27.02.2022 19:00;-30;576;6659;4697
27.02.2022 19:00 - 27.02.2022 20:00;161;570;6336;4725
27.02.2022 20:00 - 27.02.2022 21:00;190;571;6106;4682
27.02.2022 21:00 - 27.02.2022 22:00;83;575;6049;4686
27.02.2022 22:00 - 27.02.2022 23:00;-115;580;5883;4504
27.02.2022 23:00 - 28.02.2022 00:00;-255;586;5712;4329
28.02.2022 00:00 - 28.02.2022 01:00;-506;585;5377;4215
28.02.2022 01:00 - 28.02.2022 02:00;-523;587;5324;4119
28.02.2022 02:00 - 28.02.2022 03:00;-409;586;5439;4099
28.02.2022 03:00 - 28.02.2022 04:00;-367;574;5499;4116
28.02.2022 04:00 - 28.02.2022 05:00;-503;576;5465;4184
28.02.2022 05:00 - 28.02.2022 06:00;-315;578;5912;4341
28.02.2022 06:00 - 28.02.2022 07:00;236;580;6942;4831
28.02.2022 07:00 - 28.02.2022 08:00;856;587;7540;5324
28.02.2022 08:00 - 28.02.2022 09:00;973;597;7741;5467
28.02.2022 09:00 - 28.02.2022 10:00;821;607;7652;5410
28.02.2022 10:00 - 28.02.2022 11:00;630;606;7400;5292
28.02.2022 11:00 - 28.02.2022 12:00;325;601;6409;5130
28.02.2022 12:00 - 28.02.2022 13:00;420;586;5549;5117
28.02.2022 13:00 - 28.02.2022 14:00;702;580;5354;5060
28.02.2022 14:00 - 28.02.2022 15:00;589;582;5841;5098
28.02.2022 15:00 - 28.02.2022 16:00;242;577;6377;5171
28.02.2022 16:00 - 28.02.2022 17:00;229;578;6664;5168
28.02.2022 17:00 - 28.02.2022 18:00;398;579;7124;5185
28.02.2022 18:00 - 28.02.2022 19:00;487;576;7054;5196
28.02.2022 19:00 - 28.02.2022 20:00;172;586;6440;5113
28.02.2022 20:00 - 28.02.2022 21:00;396;589;6440;5078
28.02.2022 21:00 - 28.02.2022 22:00;740;587;6037;4942
28.02.2022 22:00 - 28.02.2022 23:00;672;570;5457;4709
28.02.2022 23:00 - 01.03.2022 00:00;695;568;4982;4429
01.03.2022 00:00 - 01.03.2022 01:00;772;572;4862;4201
01.03.2022 01:00 - 01.03.2022 02:00;473;582;4698;4043
01.03.2022 02:00 - 01.03.2022 03:00;247;589;4928;3970
01.03.2022 03:00 - 01.03.2022 04:00;189;594;5263;3942
01.03.2022 04:00 - 01.03.2022 05:00;-9;607;5682;3970
01.03.2022 05:00 - 01.03.2022 06:00;-22;613;6451;4137
01.03.2022 06:00 - 01.03.2022 07:00;-131;615;7015;4597
01.03.2022 07:00 - 01.03.2022 08:00;217;644;7814;5049
01.03.2022 08:00 - 01.03.2022 09:00;440;641;8149;5176
01.03.2022 09:00 - 01.03.2022 10:00;215;634;7974;5141
01.03.2022 10:00 - 01.03.2022 11:00;224;649;7938;5026
01.03.2022 11:00 - 01.03.2022 12:00;264;664;7865;4834
01.03.2022 12:00 - 01.03.2022 13:00;237;680;7722;4698
01.03.2022 13:00 - 01.03.2022 14:00;143;687;7538;4617
01.03.2022 14:00 - 01.03.2022 15:00;74;681;7420;4533
01.03.2022 15:00 - 01.03.2022 16:00;157;690;7476;4537
01.03.2022 16:00 - 01.03.2022 17:00;664;692;8019;4602
01.03.2022 17:00 - 01.03.2022 18:00;845;695;8219;4670
01.03.2022 18:00 - 01.03.2022 19:00;723;694;8249;4841
01.03.2022 19:00 - 01.03.2022 20:00;610;690;8128;4852
01.03.2022 20:00 - 01.03.2022 21:00;459;693;7966;4813
01.03.2022 21:00 - 01.03.2022 22:00;120;690;7542;4733
01.03.2022 22:00 - 01.03.2022 23:00;-117;685;7248;4570
01.03.2022 23:00 - 02.03.2022 00:00;-376;661;6914;4360
02.03.2022 00:00 - 02.03.2022 01:00;-494;645;6643;4196
02.03.2022 01:00 - 02.03.2022 02:00;-565;648;6493;4021
02.03.2022 02:00 - 02.03.2022 03:00;-650;643;6463;3964
02.03.2022 03:00 - 02.03.2022 04:00;-504;635;6578;3975
02.03.2022 04:00 - 02.03.2022 05:00;-445;632;6630;4003
02.03.2022 05:00 - 02.03.2022 06:00;-99;649;6985;4201
02.03.2022 06:00 - 02.03.2022 07:00;369;669;7613;4713
02.03.2022 07:00 - 02.03.2022 08:00;783;688;8363;5201
02.03.2022 08:00 - 02.03.2022 09:00;912;721;8519;5254
02.03.2022 09:00 - 02.03.2022 10:00;643;734;8293;5045
02.03.2022 10:00 - 02.03.2022 11:00;285;725;8009;4859
02.03.2022 11:00 - 02.03.2022 12:00;96;718;7813;4642
02.03.2022 12:00 - 02.03.2022 13:00;39;719;7705;4475
02.03.2022 13:00 - 02.03.2022 14:00;-94;721;7535;4428
02.03.2022 14:00 - 02.03.2022 15:00;156;712;7730;4320
02.03.2022 15:00 - 02.03.2022 16:00;50;710;7559;4273
02.03.2022 16:00 - 02.03.2022 17:00;122;711;7632;4347
02.03.2022 17:00 - 02.03.2022 18:00;383;715;7847;4479
02.03.2022 18:00 - 02.03.2022 19:00;385;708;7902;4683
02.03.2022 19:00 - 02.03.2022 20:00;21;714;7561;4712
02.03.2022 20:00 - 02.03.2022 21:00;-232;715;7387;4631
02.03.2022 21:00 - 02.03.2022 22:00;-252;710;7343;4588
02.03.2022 22:00 - 02.03.2022 23:00;-504;711;7116;4494
02.03.2022 23:00 - 03.03.2022 00:00;-590;709;6864;4322
03.03.2022 00:00 - 03.03.2022 01:00;-1141;675;6093;4231
03.03.2022 01:00 - 03.03.2022 02:00;-1301;675;5703;4109
03.03.2022 02:00 - 03.03.2022 03:00;-1407;672;5634;4079
03.03.2022 03:00 - 03.03.2022 04:00;-1318;675;5647;4077
03.03.2022 04:00 - 03.03.2022 05:00;-1227;678;5758;4143
03.03.2022 05:00 - 03.03.2022 06:00;-886;681;6278;4378
03.03.2022 06:00 - 03.03.2022 07:00;-157;696;7154;4943
03.03.2022 07:00 - 03.03.2022 08:00;504;703;7853;5393
03.03.2022 08:00 - 03.03.2022 09:00;924;704;8232;5529
03.03.2022 09:00 - 03.03.2022 10:00;870;707;8180;5278
03.03.2022 10:00 - 03.03.2022 11:00;419;712;7597;5121
03.03.2022 11:00 - 03.03.2022 12:00;-93;711;7094;4956
03.03.2022 12:00 - 03.03.2022 13:00;-330;709;7023;4850
03.03.2022 13:00 - 03.03.2022 14:00;-466;709;6955;4737
03.03.2022 14:00 - 03.03.2022 15:00;-507;712;6866;4643
03.03.2022 15:00 - 03.03.2022 16:00;-209;726;7054;4646
03.03.2022 16:00 - 03.03.2022 17:00;78;738;7242;4726
03.03.2022 17:00 - 03.03.2022 18:00;314;745;7546;4851
03.03.2022 18:00 - 03.03.2022 19:00;457;740;7760;5050
03.03.2022 19:00 - 03.03.2022 20:00;319;738;7546;5069
03.03.2022 20:00 - 03.03.2022 21:00;152;734;7308;5042
03.03.2022 21:00 - 03.03.2022 22:00;-127;731;7032;4970
03.03.2022 22:00 - 03.03.2022 23:00;-705;695;6463;4871
03.03.2022 23:00 - 04.03.2022 00:00;-871;691;6185;4670
04.03.2022 00:00 - 04.03.2022 01:00;-1177;692;5643;4498
04.03.2022 01:00 - 04.03.2022 02:00;-1258;687;5520;4377
04.03.2022 02:00 - 04.03.2022 03:00;-1362;685;5509;4380
04.03.2022 03:00 - 04.03.2022 04:00;-1305;683;5551;4382
04.03.2022 04:00 - 04.03.2022 05:00;-1203;680;5685;4456
04.03.2022 05:00 - 04.03.2022 06:00;-302;681;6706;4633
04.03.2022 06:00 - 04.03.2022 07:00;720;705;7950;5138
04.03.2022 07:00 - 04.03.2022 08:00;980;713;8482;5577
04.03.2022 08:00 - 04.03.2022 09:00;1042;719;8495;5616
04.03.2022 09:00 - 04.03.2022 10:00;1057;729;8385;5533
04.03.2022 10:00 - 04.03.2022 11:00;992;735;8230;5367
04.03.2022 11:00 - 04.03.2022 12:00;559;740;7683;5193
04.03.2022 12:00 - 04.03.2022 13:00;268;725;7424;5025
04.03.2022 13:00 - 04.03.2022 14:00;135;709;7292;4868
04.03.2022 14:00 - 04.03.2022 15:00;25;694;7093;4733
04.03.2022 15:00 - 04.03.2022 16:00;-143;673;6956;4693
04.03.2022 16:00 - 04.03.2022 17:00;132;670;7173;4736
04.03.2022 17:00 - 04.03.2022 18:00;775;683;7887;4771
04.03.2022 18:00 - 04.03.2022 19:00;957;684;8115;4955
04.03.2022 19:00 - 04.03.2022 20:00;429;682;7612;4980
04.03.2022 20:00 - 04.03.2022 21:00;-439;661;6691;4914
04.03.2022 21:00 - 04.03.2022 22:00;-607;663;6442;4812
04.03.2022 22:00 - 04.03.2022 23:00;-941;645;6091;4720
04.03.2022 23:00 - 05.03.2022 00:00;-926;618;6131;4600
05.03.2022 00:00 - 05.03.2022 01:00;-834;595;6230;4473
05.03.2022 01:00 - 05.03.2022 02:00;-883;582;6229;4397
05.03.2022 02:00 - 05.03.2022 03:00;-967;551;6260;4342
05.03.2022 03:00 - 05.03.2022 04:00;-947;535;6319;4340
05.03.2022 04:00 - 05.03.2022 05:00;-913;520;6367;4351
05.03.2022 05:00 - 05.03.2022 06:00;-634;497;6756;4412
05.03.2022 06:00 - 05.03.2022 07:00;-608;502;6795;4532
05.03.2022 07:00 - 05.03.2022 08:00;-529;494;7002;4645
05.03.2022 08:00 - 05.03.2022 09:00;-174;494;7507;4843
05.03.2022 09:00 - 05.03.2022 10:00;22;487;7790;4948
05.03.2022 10:00 - 05.03.2022 11:00;58;494;7846;4949
05.03.2022 11:00 - 05.03.2022 12:00;-98;496;7665;4828
05.03.2022 12:00 - 05.03.2022 13:00;-276;495;7501;4716
05.03.2022 13:00 - 05.03.2022 14:00;-410;485;7396;4568
05.03.2022 14:00 - 05.03.2022 15:00;-361;483;7381;4497
05.03.2022 15:00 - 05.03.2022 16:00;-240;479;7417;4408
05.03.2022 16:00 - 05.03.2022 17:00;-229;477;7432;4440
05.03.2022 17:00 - 05.03.2022 18:00;0;476;7696;4580
05.03.2022 18:00 - 05.03.2022 19:00;155;477;7913;4828
05.03.2022 19:00 - 05.03.2022 20:00;104;487;7748;4781
05.03.2022 20:00 - 05.03.2022 21:00;-142;496;7273;4666
05.03.2022 21:00 - 05.03.2022 22:00;-469;492;6925;4600
05.03.2022 22:00 - 05.03.2022 23:00;-627;465;6719;4548
05.03.2022 23:00 - 06.03.2022 00:00;-766;463;6489;4470
06.03.2022 00:00 - 06.03.2022 01:00;-927;459;6179;4351
06.03.2022 01:00 - 06.03.2022 02:00;-1025;453;6056;4311
06.03.2022 02:00 - 06.03.2022 03:00;-1080;455;5998;4287
06.03.2022 03:00 - 06.03.2022 04:00;-1069;458;6005;4288
06.03.2022 04:00 - 06.03.2022 05:00;-970;459;6062;4280
06.03.2022 05:00 - 06.03.2022 06:00;-679;460;6413;4296
06.03.2022 06:00 - 06.03.2022 07:00;-824;455;6497;4444
06.03.2022 07:00 - 06.03.2022 08:00;-801;477;6524;4565
06.03.2022 08:00 - 06.03.2022 09:00;-621;477;6748;4617
06.03.2022 09:00 - 06.03.2022 10:00;-630;477;6702;4648
06.03.2022 10:00 - 06.03.2022 11:00;-339;478;6487;4583
06.03.2022 11:00 - 06.03.2022 12:00;-10;484;6243;4428
06.03.2022 12:00 - 06.03.2022 13:00;48;489;6219;4329
06.03.2022 13:00 - 06.03.2022 14:00;-102;489;6239;4234
06.03.2022 14:00 - 06.03.2022 15:00;-312;487;6249;4186
06.03.2022 15:00 - 06.03.2022 16:00;-400;486;6242;4195
06.03.2022 16:00 - 06.03.2022 17:00;-554;481;6347;4281
06.03.2022 17:00 - 06.03.2022 18:00;-552;481;6567;4431
06.03.2022 18:00 - 06.03.2022 19:00;-427;479;6919;4634
06.03.2022 19:00 - 06.03.2022 20:00;-657;476;6850;4668
06.03.2022 20:00 - 06.03.2022 21:00;-615;477;6853;4666
06.03.2022 21:00 - 06.03.2022 22:00;-704;480;6627;4585
06.03.2022 22:00 - 06.03.2022 23:00;-912;479;6479;4435
06.03.2022 23:00 - 07.03.2022 00:00;-1115;494;6280;4303
07.03.2022 00:00 - 07.03.2022 01:00;-1233;469;6141;4124
07.03.2022 01:00 - 07.03.2022 02:00;-1161;466;6227;4070
07.03.2022 02:00 - 07.03.2022 03:00;-1220;478;6053;4004
07.03.2022 03:00 - 07.03.2022 04:00;-1196;501;6061;3988
07.03.2022 04:00 - 07.03.2022 05:00;-1133;518;6132;4039
07.03.2022 05:00 - 07.03.2022 06:00;-697;547;6606;4192
07.03.2022 06:00 - 07.03.2022 07:00;155;605;7771;4691
07.03.2022 07:00 - 07.03.2022 08:00;478;624;8103;5153
07.03.2022 08:00 - 07.03.2022 09:00;491;660;8337;5246
07.03.2022 09:00 - 07.03.2022 10:00;385;675;8203;5056
07.03.2022 10:00 - 07.03.2022 11:00;430;673;8178;4900
07.03.2022 11:00 - 07.03.2022 12:00;480;684;8136;4767
07.03.2022 12:00 - 07.03.2022 13:00;204;677;7804;4663
07.03.2022 13:00 - 07.03.2022 14:00;-126;676;7539;4553
07.03.2022 14:00 - 07.03.2022 15:00;-376;667;7276;4513
07.03.2022 15:00 - 07.03.2022 16:00;-338;676;7245;4508
07.03.2022 16:00 - 07.03.2022 17:00;-243;681;7384;4550
07.03.2022 17:00 - 07.03.2022 18:00;327;679;7921;4629
07.03.2022 18:00 - 07.03.2022 19:00;582;669;8126;4827
07.03.2022 19:00 - 07.03.2022 20:00;421;674;8060;4864
07.03.2022 20:00 - 07.03.2022 21:00;126;666;7834;4823
07.03.2022 21:00 - 07.03.2022 22:00;-140;663;7604;4780
07.03.2022 22:00 - 07.03.2022 23:00;-454;646;7233;4637
07.03.2022 23:00 - 08.03.2022 00:00;-488;647;7039;4402
08.03.2022 00:00 - 08.03.2022 01:00;-240;652;7179;4200
08.03.2022 01:00 - 08.03.2022 02:00;-347;651;6997;4099
08.03.2022 02:00 - 08.03.2022 03:00;-351;649;7001;4081
08.03.2022 03:00 - 08.03.2022 04:00;-343;650;7022;4095
08.03.2022 04:00 - 08.03.2022 05:00;-299;648;7129;4130
08.03.2022 05:00 - 08.03.2022 06:00;63;644;7567;4317
08.03.2022 06:00 - 08.03.2022 07:00;478;642;8281;4821
08.03.2022 07:00 - 08.03.2022 08:00;828;661;8514;5255
08.03.2022 08:00 - 08.03.2022 09:00;904;670;8334;5336
08.03.2022 09:00 - 08.03.2022 10:00;371;670;8268;5249
08.03.2022 10:00 - 08.03.2022 11:00;683;655;8071;5130
08.03.2022 11:00 - 08.03.2022 12:00;589;657;7517;4971
08.03.2022 12:00 - 08.03.2022 13:00;696;654;7183;4851
08.03.2022 13:00 - 08.03.2022 14:00;468;655;7193;4734
08.03.2022 14:00 - 08.03.2022 15:00;568;650;7642;4641
08.03.2022 15:00 - 08.03.2022 16:00;492;650;8030;4630
08.03.2022 16:00 - 08.03.2022 17:00;624;641;8183;4706
08.03.2022 17:00 - 08.03.2022 18:00;792;650;8139;4806
08.03.2022 18:00 - 08.03.2022 19:00;1002;636;8312;4970
08.03.2022 19:00 - 08.03.2022 20:00;1016;638;8247;4984
08.03.2022 20:00 - 08.03.2022 21:00;1110;640;8007;4950
08.03.2022 21:00 - 08.03.2022 22:00;1232;640;7907;4926
08.03.2022 22:00 - 08.03.2022 23:00;989;644;7563;4803
08.03.2022 23:00 - 09.03.2022 00:00;535;654;7009;4604
09.03.2022 00:00 - 09.03.2022 01:00;309;638;6444;4418
09.03.2022 01:00 - 09.03.2022 02:00;36;625;6362;4281
09.03.2022 02:00 - 09.03.2022 03:00;-38;619;6371;4228
09.03.2022 03:00 - 09.03.2022 04:00;-69;620;6400;4226
09.03.2022 04:00 - 09.03.2022 05:00;-185;612;6405;4298
09.03.2022 05:00 - 09.03.2022 06:00;220;612;6810;4489
09.03.2022 06:00 - 09.03.2022 07:00;1204;636;7762;4970
09.03.2022 07:00 - 09.03.2022 08:00;1364;647;8123;5452
09.03.2022 08:00 - 09.03.2022 09:00;1237;662;8086;5564
09.03.2022 09:00 - 09.03.2022 10:00;1432;650;8180;5537
09.03.2022 10:00 - 09.03.2022 11:00;1187;649;7896;5508
09.03.2022 11:00 - 09.03.2022 12:00;942;647;7536;5362
09.03.2022 12:00 - 09.03.2022 13:00;542;649;6993;5329
09.03.2022 13:00 - 09.03.2022 14:00;478;663;6754;5214
09.03.2022 14:00 - 09.03.2022 15:00;562;631;7000;5178
09.03.2022 15:00 - 09.03.2022 16:00;587;634;7028;5158
09.03.2022 16:00 - 09.03.2022 17:00;480;635;7013;5190
09.03.2022 17:00 - 09.03.2022 18:00;744;647;7039;5187
09.03.2022 18:00 - 09.03.2022 19:00;1066;645;7152;5286
09.03.2022 19:00 - 09.03.2022 20:00;814;654;6911;5315
09.03.2022 20:00 - 09.03.2022 21:00;509;660;6601;5237
09.03.2022 21:00 - 09.03.2022 22:00;440;639;6465;5113
09.03.2022 22:00 - 09.03.2022 23:00;168;635;6079;4971
09.03.2022 23:00 - 10.03.2022 00:00;168;638;5887;4764
10.03.2022 00:00 - 10.03.2022 01:00;151;606;5917;4461
10.03.2022 01:00 - 10.03.2022 02:00;-154;581;5547;4345
10.03.2022 02:00 - 10.03.2022 03:00;57;568;5611;4280
10.03.2022 03:00 - 10.03.2022 04:00;-56;565;5697;4248
10.03.2022 04:00 - 10.03.2022 05:00;64;552;5868;4305
10.03.2022 05:00 - 10.03.2022 06:00;87;534;6175;4494
10.03.2022 06:00 - 10.03.2022 07:00;314;539;6564;4923
10.03.2022 07:00 - 10.03.2022 08:00;642;539;6961;5340
10.03.2022 08:00 - 10.03.2022 09:00;887;541;6945;5481
10.03.2022 09:00 - 10.03.2022 10:00;840;537;6862;5469
10.03.2022 10:00 - 10.03.2022 11:00;1223;529;6224;5427
10.03.2022 11:00 - 10.03.2022 12:00;1600;528;5216;5391
10.03.2022 12:00 - 10.03.2022 13:00;1924;511;4370;5340
10.03.2022 13:00 - 10.03.2022 14:00;1831;520;3825;5322
10.03.2022 14:00 - 10.03.2022 15:00;1499;515;4162;5259
10.03.2022 15:00 - 10.03.2022 16:00;1754;527;5246;5240
10.03.2022 16:00 - 10.03.2022 17:00;1365;527;6110;5307
10.03.2022 17:00 - 10.03.2022 18:00;1173;536;6463;5269
10.03.2022 18:00 - 10.03.2022 19:00;1232;532;6622;5275
10.03.2022 19:00 - 10.03.2022 20:00;1282;533;6310;5196
10.03.2022 20:00 - 10.03.2022 21:00;1245;527;5483;5079
10.03.2022 21:00 - 10.03.2022 22:00;1367;519;4655;4901
10.03.2022 22:00 - 10.03.2022 23:00;1387;514;4268;4708
10.03.2022 23:00 - 11.03.2022 00:00;1180;502;3720;4530
11.03.2022 00:00 - 11.03.2022 01:00;1196;513;3124;4352
11.03.2022 01:00 - 11.03.2022 02:00;1230;503;3071;4206
11.03.2022 02:00 - 11.03.2022 03:00;1273;495;2860;4117
11.03.2022 03:00 - 11.03.2022 04:00;1318;495;2821;4102
11.03.2022 04:00 - 11.03.2022 05:00;1502;483;2868;4105
11.03.2022 05:00 - 11.03.2022 06:00;1524;512;3289;4262
11.03.2022 06:00 - 11.03.2022 07:00;2009;518;4178;4709
11.03.2022 07:00 - 11.03.2022 08:00;2039;522;4842;5245
11.03.2022 08:00 - 11.03.2022 09:00;1990;503;4710;5354
11.03.2022 09:00 - 11.03.2022 10:00;2121;500;4546;5355
11.03.2022 10:00 - 11.03.2022 11:00;2456;489;4413;5326
11.03.2022 11:00 - 11.03.2022 12:00;2303;495;3779;5151
11.03.2022 12:00 - 11.03.2022 13:00;2120;496;3545;5014
11.03.2022 13:00 - 11.03.2022 14:00;2012;494;3469;4876
11.03.2022 14:00 - 11.03.2022 15:00;1923;485;3355;4806
11.03.2022 15:00 - 11.03.2022 16:00;1951;490;3392;4716
11.03.2022 16:00 - 11.03.2022 17:00;1935;489;3688;4723
11.03.2022 17:00 - 11.03.2022 18:00;1957;496;4112;4792
11.03.2022 18:00 - 11.03.2022 19:00;2109;499;4656;4970
11.03.2022 19:00 - 11.03.2022 20:00;1994;500;4562;5058
11.03.2022 20:00 - 11.03.2022 21:00;1748;500;4292;4970
11.03.2022 21:00 - 11.03.2022 22:00;1598;489;4097;4822
11.03.2022 22:00 - 11.03.2022 23:00;1270;491;3731;4697
11.03.2022 23:00 - 12.03.2022 00:00;1213;460;3597;4531
12.03.2022 00:00 - 12.03.2022 01:00;1517;444;3292;4413
12.03.2022 01:00 - 12.03.2022 02:00;1598;431;3176;4380
12.03.2022 02:00 - 12.03.2022 03:00;1450;429;2993;4373
12.03.2022 03:00 - 12.03.2022 04:00;1496;431;2963;4359
12.03.2022 04:00 - 12.03.2022 05:00;1524;429;3113;4371
12.03.2022 05:00 - 12.03.2022 06:00;1782;445;3401;4503
12.03.2022 06:00 - 12.03.2022 07:00;1901;467;4016;4622
12.03.2022 07:00 - 12.03.2022 08:00;1741;470;4011;4824
12.03.2022 08:00 - 12.03.2022 09:00;1709;463;4123;4912
12.03.2022 09:00 - 12.03.2022 10:00;2019;456;4540;4960
12.03.2022 10:00 - 12.03.2022 11:00;2125;446;4545;4941
12.03.2022 11:00 - 12.03.2022 12:00;2044;448;3988;4812
12.03.2022 12:00 - 12.03.2022 13:00;1714;447;3874;4634
12.03.2022 13:00 - 12.03.2022 14:00;1875;451;3792;4478
12.03.2022 14:00 - 12.03.2022 15:00;1638;439;3844;4351
12.03.2022 15:00 - 12.03.2022 16:00;1531;439;4359;4258
12.03.2022 16:00 - 12.03.2022 17:00;1460;443;5202;4291
12.03.2022 17:00 - 12.03.2022 18:00;1344;439;6040;4445
12.03.2022 18:00 - 12.03.2022 19:00;1203;437;6377;4688
12.03.2022 19:00 - 12.03.2022 20:00;1120;446;5979;4763
12.03.2022 20:00 - 12.03.2022 21:00;1379;447;5081;4643
12.03.2022 21:00 - 12.03.2022 22:00;1432;443;4671;4539
12.03.2022 22:00 - 12.03.2022 23:00;1222;441;4721;4427
12.03.2022 23:00 - 13.03.2022 00:00;1207;442;3923;4376
13.03.2022 00:00 - 13.03.2022 01:00;1268;414;3242;4338
13.03.2022 01:00 - 13.03.2022 02:00;1450;409;2944;4296
13.03.2022 02:00 - 13.03.2022 03:00;1741;403;2369;4273
13.03.2022 03:00 - 13.03.2022 04:00;1737;400;1913;4275
13.03.2022 04:00 - 13.03.2022 05:00;1866;397;1903;4288
13.03.2022 05:00 - 13.03.2022 06:00;2185;395;1922;4349
13.03.2022 06:00 - 13.03.2022 07:00;2286;401;2073;4441
13.03.2022 07:00 - 13.03.2022 08:00;2183;401;2419;4498
13.03.2022 08:00 - 13.03.2022 09:00;2374;400;3091;4561
13.03.2022 09:00 - 13.03.2022 10:00;2406;403;3214;4565
13.03.2022 10:00 - 13.03.2022 11:00;2138;395;3071;4503
13.03.2022 11:00 - 13.03.2022 12:00;1764;403;3016;4398
13.03.2022 12:00 - 13.03.2022 13:00;1366;399;2649;4298
13.03.2022 13:00 - 13.03.2022 14:00;988;391;2305;4189
13.03.2022 14:00 - 13.03.2022 15:00;1097;404;2492;4137
13.03.2022 15:00 - 13.03.2022 16:00;1482;403;3452;4140
13.03.2022 16:00 - 13.03.2022 17:00;1781;400;4203;4220
